t_k_s,t_kp1_s,phase_kp1,e_h_x_Nms,e_h_y_Nms,e_h_z_Nms,e_h_inf_Nms,nmpc_active
17.730000,17.740000,DS_interstep,7.845466e-06,-1.213901e-04,2.624869e-04,2.624869e-04,0
17.740000,17.750000,DS_interstep,7.642268e-06,-1.208510e-04,2.604197e-04,2.604197e-04,0
17.750000,17.760000,DS_interstep,7.425761e-06,-1.203212e-04,2.584089e-04,2.584089e-04,0
17.760000,17.770000,DS_interstep,7.224757e-06,-1.197146e-04,2.564663e-04,2.564663e-04,0
17.770000,17.780000,DS_interstep,7.010610e-06,-1.192263e-04,2.543855e-04,2.543855e-04,0
17.780000,17.790000,DS_interstep,6.812461e-06,-1.186538e-04,2.525695e-04,2.525695e-04,0
17.790000,17.800000,DS_interstep,6.619557e-06,-1.180987e-04,2.506083e-04,2.506083e-04,0
17.800000,17.810000,DS_interstep,6.403106e-06,-1.175609e-04,2.487120e-04,2.487120e-04,0
17.810000,17.820000,DS_interstep,6.223343e-06,-1.171389e-04,2.469718e-04,2.469718e-04,0
17.820000,17.830000,DS_interstep,6.017990e-06,-1.166357e-04,2.450917e-04,2.450917e-04,0
17.830000,17.840000,DS_interstep,5.819189e-06,-1.161470e-04,2.433689e-04,2.433689e-04,0
17.840000,17.850000,DS_interstep,5.635998e-06,-1.155745e-04,2.415009e-04,2.415009e-04,0
17.850000,17.860000,DS_interstep,5.448383e-06,-1.152133e-04,2.398844e-04,2.398844e-04,0
17.860000,17.870000,DS_interstep,5.256855e-06,-1.146757e-04,2.381333e-04,2.381333e-04,0
17.870000,17.880000,DS_interstep,5.060520e-06,-1.142472e-04,2.364251e-04,2.364251e-04,0
17.880000,17.890000,DS_interstep,4.889964e-06,-1.138340e-04,2.347733e-04,2.347733e-04,0
17.890000,17.900000,DS_interstep,4.704505e-06,-1.134375e-04,2.332793e-04,2.332793e-04,0
17.900000,17.910000,DS_interstep,4.514841e-06,-1.128520e-04,2.315256e-04,2.315256e-04,0
17.910000,17.920000,DS_interstep,4.340062e-06,-1.125856e-04,2.300329e-04,2.300329e-04,0
17.920000,17.930000,DS_interstep,4.170529e-06,-1.120263e-04,2.284809e-04,2.284809e-04,0
17.930000,17.940000,DS_interstep,3.987179e-06,-1.117839e-04,2.268806e-04,2.268806e-04,0
17.940000,17.950000,DS_interstep,3.807881e-06,-1.112557e-04,2.254331e-04,2.254331e-04,0
17.950000,17.960000,DS_interstep,3.644311e-06,-1.109390e-04,2.240280e-04,2.240280e-04,0
17.960000,17.970000,DS_interstep,3.476992e-06,-1.104355e-04,2.224718e-04,2.224718e-04,0
17.970000,17.980000,DS_interstep,3.302475e-06,-1.101443e-04,2.210593e-04,2.210593e-04,0
17.980000,17.990000,DS_interstep,3.134708e-06,-1.097674e-04,2.196950e-04,2.196950e-04,0
17.990000,18.000000,DS_interstep,2.971269e-06,-1.093989e-04,2.181729e-04,2.181729e-04,0
18.000000,18.010000,DS_interstep,2.802114e-06,-1.090425e-04,2.169895e-04,2.169895e-04,0
18.010000,18.020000,DS_interstep,2.639273e-06,-1.086010e-04,2.154594e-04,2.154594e-04,0
18.020000,18.030000,DS_interstep,2.490030e-06,-1.083705e-04,2.142681e-04,2.142681e-04,0
18.030000,18.040000,DS_interstep,2.326552e-06,-1.079511e-04,2.129179e-04,2.129179e-04,0
18.040000,18.050000,DS_interstep,2.166766e-06,-1.076411e-04,2.116075e-04,2.116075e-04,0
18.050000,18.060000,DS_interstep,2.012730e-06,-1.073412e-04,2.104378e-04,2.104378e-04,0
18.060000,18.070000,DS_interstep,1.852374e-06,-1.070534e-04,2.091063e-04,2.091063e-04,0
18.070000,18.080000,DS_interstep,1.706855e-06,-1.065779e-04,2.079191e-04,2.079191e-04,0
18.080000,18.090000,DS_interstep,1.556462e-06,-1.064106e-04,2.066680e-04,2.066680e-04,0
18.090000,18.100000,DS_interstep,1.409704e-06,-1.060541e-04,2.055531e-04,2.055531e-04,0
18.100000,18.110000,DS_interstep,1.258292e-06,-1.057074e-04,2.042787e-04,2.042787e-04,0
18.110000,18.120000,DS_interstep,1.110177e-06,-1.054688e-04,2.032375e-04,2.032375e-04,0
18.120000,18.130000,DS_interstep,9.677610e-07,-1.051445e-04,2.020394e-04,2.020394e-04,0
18.130000,18.140000,DS_interstep,8.288586e-07,-1.049255e-04,2.008694e-04,2.008694e-04,0
18.140000,18.150000,DS_interstep,6.841250e-07,-1.046166e-04,1.998372e-04,1.998372e-04,0
18.150000,18.160000,DS_interstep,5.442749e-07,-1.043156e-04,1.987380e-04,1.987380e-04,0
18.160000,18.170000,DS_interstep,4.079699e-07,-1.040252e-04,1.977758e-04,1.977758e-04,0
18.170000,18.180000,DS_interstep,2.659589e-07,-1.037467e-04,1.965503e-04,1.965503e-04,0
18.180000,18.190000,DS_interstep,1.384186e-07,-1.035702e-04,1.956480e-04,1.956480e-04,0
18.190000,18.200000,SS,3.959196e-02,4.098997e-03,7.152435e-02,7.152435e-02,0
18.200000,18.300000,SS,4.451724e-02,-4.247826e-03,7.781615e-02,7.781615e-02,1
18.300000,18.400000,SS,3.705137e-02,-9.203627e-03,7.223560e-02,7.223560e-02,1
18.400000,18.500000,SS,3.760411e-02,-1.572527e-02,7.476140e-02,7.476140e-02,1
18.500000,18.600000,SS,3.403231e-02,-2.131654e-02,7.347064e-02,7.347064e-02,1
18.600000,18.700000,SS,3.051112e-02,-2.723070e-02,7.258670e-02,7.258670e-02,1
18.700000,18.800000,SS,2.664162e-02,-3.248742e-02,7.190351e-02,7.190351e-02,1
18.800000,18.900000,SS,2.169923e-02,-3.819622e-02,7.090011e-02,7.090011e-02,1
18.900000,19.000000,SS,1.695798e-02,-4.332064e-02,7.052708e-02,7.052708e-02,1
19.000000,19.100000,SS,1.109951e-02,-4.908355e-02,6.982707e-02,6.982707e-02,1
19.100000,19.200000,SS,5.119665e-03,-5.439887e-02,6.938494e-02,6.938494e-02,1
19.200000,19.300000,SS,-1.288610e-03,-5.988059e-02,6.895204e-02,6.895204e-02,1
19.300000,19.400000,SS,-8.235291e-03,-6.507930e-02,6.823264e-02,6.823264e-02,1
19.400000,19.500000,SS,-1.502472e-02,-6.952146e-02,6.779589e-02,6.952146e-02,1
19.500000,19.600000,SS,-2.204809e-02,-7.353325e-02,6.706913e-02,7.353325e-02,1
19.600000,19.700000,SS,-2.823129e-02,-7.647422e-02,6.679015e-02,7.647422e-02,1
19.700000,19.800000,SS,-3.358355e-02,-7.847457e-02,6.672307e-02,7.847457e-02,1
19.800000,19.900000,SS,-3.765484e-02,-7.940940e-02,6.709126e-02,7.940940e-02,1
19.900000,20.000000,SS,-3.973319e-02,-7.893991e-02,6.830422e-02,7.893991e-02,1
20.000000,20.100000,SS,-4.002313e-02,-7.727498e-02,7.014618e-02,7.727498e-02,1
20.100000,20.200000,SS,-3.815701e-02,-7.408265e-02,7.283185e-02,7.408265e-02,1
20.200000,20.300000,SS,-3.381891e-02,-6.893989e-02,7.666294e-02,7.666294e-02,1
20.300000,20.400000,SS,-2.829989e-02,-6.231775e-02,8.064567e-02,8.064567e-02,1
20.400000,20.500000,SS,-1.992766e-02,-5.239518e-02,8.605029e-02,8.605029e-02,1
20.500000,20.600000,SS,-1.171555e-02,-4.062177e-02,9.042629e-02,9.042629e-02,1
20.600000,20.700000,SS,-3.064630e-03,-2.590178e-02,9.361701e-02,9.361701e-02,1
20.700000,20.800000,SS,4.377680e-03,-9.642170e-03,9.408451e-02,9.408451e-02,1
20.800000,20.900000,SS,9.240935e-03,6.256346e-03,8.985035e-02,8.985035e-02,1
20.900000,21.000000,SS,1.184187e-02,2.028446e-02,8.123986e-02,8.123986e-02,1
21.000000,21.100000,SS,1.268068e-02,3.119300e-02,6.940228e-02,6.940228e-02,1
21.100000,21.200000,SS,1.206806e-02,3.859143e-02,5.507565e-02,5.507565e-02,1
21.200000,21.300000,SS,3.769799e-03,4.373173e-02,2.296621e-02,4.373173e-02,1
21.300000,21.400000,SS,-2.126940e-03,4.661049e-02,-1.887544e-03,4.661049e-02,1
21.400000,21.500000,SS,-4.149593e-03,4.619502e-02,-1.730482e-02,4.619502e-02,1
21.500000,21.600000,SS,-1.222464e-03,4.238732e-02,-1.976929e-02,4.238732e-02,1
21.600000,21.700000,SS,4.054432e-03,3.540114e-02,-2.134616e-02,3.540114e-02,1
21.700000,21.800000,SS,6.577930e-03,3.327811e-02,-2.500117e-02,3.327811e-02,1
21.800000,21.900000,SS,7.177691e-03,3.376322e-02,-2.943321e-02,3.376322e-02,1
21.900000,22.000000,SS,8.451732e-03,3.460207e-02,-3.229191e-02,3.460207e-02,1
22.000000,22.100000,SS,1.013896e-02,3.566364e-02,-3.365711e-02,3.566364e-02,1
22.100000,22.200000,SS,1.208876e-02,3.676310e-02,-3.357565e-02,3.676310e-02,1
22.200000,22.300000,SS,1.463647e-02,3.757957e-02,-3.162661e-02,3.757957e-02,1
22.300000,22.400000,SS,1.787981e-02,3.800004e-02,-2.764755e-02,3.800004e-02,1
22.400000,22.500000,SS,2.096965e-02,3.787435e-02,-2.314896e-02,3.787435e-02,1
22.500000,22.600000,SS,2.331553e-02,3.730189e-02,-1.917135e-02,3.730189e-02,1
22.600000,22.700000,SS,2.472190e-02,3.642778e-02,-1.628384e-02,3.642778e-02,1
22.700000,22.800000,SS,2.477212e-02,3.537770e-02,-1.541553e-02,3.537770e-02,1
22.800000,22.900000,SS,2.333426e-02,3.428465e-02,-1.694323e-02,3.428465e-02,1
22.900000,23.000000,SS,2.060489e-02,3.318723e-02,-2.070528e-02,3.318723e-02,1
23.000000,23.100000,SS,1.689735e-02,3.208956e-02,-2.626065e-02,3.208956e-02,1
23.100000,23.200000,SS,1.257683e-02,3.098322e-02,-3.302772e-02,3.302772e-02,1
23.200000,23.300000,SS,7.964298e-03,2.985758e-02,-4.046639e-02,4.046639e-02,1
23.300000,23.400000,SS,3.308734e-03,2.870894e-02,-4.814228e-02,4.814228e-02,1
23.400000,23.500000,SS,-1.217041e-03,2.753906e-02,-5.574474e-02,5.574474e-02,1
23.500000,23.600000,SS,-5.504922e-03,2.636020e-02,-6.306595e-02,6.306595e-02,1
23.600000,23.700000,SS,-9.499157e-03,2.519053e-02,-6.998267e-02,6.998267e-02,1
23.700000,23.800000,SS,-1.316445e-02,2.402171e-02,-7.643374e-02,7.643374e-02,1
23.800000,23.900000,SS,-1.648298e-02,2.287401e-02,-8.236696e-02,8.236696e-02,1
23.900000,24.000000,SS,-1.945478e-02,2.175838e-02,-8.776252e-02,8.776252e-02,1
24.000000,24.100000,SS,-2.208403e-02,2.068315e-02,-9.261542e-02,9.261542e-02,1
24.100000,24.200000,SS,-2.437927e-02,1.965579e-02,-9.692406e-02,9.692406e-02,1
24.200000,24.300000,SS,-2.635126e-02,1.868115e-02,-1.006939e-01,1.006939e-01,1
24.300000,24.400000,SS,-2.801255e-02,1.776287e-02,-1.039343e-01,1.039343e-01,1
24.400000,24.500000,SS,-2.937536e-02,1.690322e-02,-1.066524e-01,1.066524e-01,1
24.500000,24.600000,SS,-3.045352e-02,1.610304e-02,-1.088633e-01,1.088633e-01,1
24.600000,24.700000,SS,-3.126027e-02,1.536153e-02,-1.105780e-01,1.105780e-01,1
24.700000,24.800000,SS,-3.180918e-02,1.467720e-02,-1.118117e-01,1.118117e-01,1
24.800000,24.900000,SS,-3.211444e-02,1.404777e-02,-1.125792e-01,1.125792e-01,1
24.900000,25.000000,SS,-3.219005e-02,1.347026e-02,-1.128980e-01,1.128980e-01,1
25.000000,25.100000,SS,-3.204930e-02,1.294109e-02,-1.127829e-01,1.127829e-01,1
25.100000,25.200000,SS,-3.170694e-02,1.245651e-02,-1.122529e-01,1.122529e-01,1
25.200000,25.300000,SS,-3.117653e-02,1.201229e-02,-1.113254e-01,1.113254e-01,1
25.300000,25.400000,SS,-3.047198e-02,1.160444e-02,-1.100182e-01,1.100182e-01,1
25.400000,25.500000,SS,-2.960735e-02,1.122842e-02,-1.083497e-01,1.083497e-01,1
25.500000,25.600000,SS,-2.859607e-02,1.088030e-02,-1.063399e-01,1.063399e-01,1
25.600000,25.700000,SS,-2.745138e-02,1.055564e-02,-1.040075e-01,1.040075e-01,1
25.700000,25.800000,SS,-2.618586e-02,1.025110e-02,-1.013689e-01,1.013689e-01,1
25.800000,25.900000,SS,-2.481148e-02,9.963541e-03,-9.844338e-02,9.844338e-02,1
25.900000,26.000000,SS,-2.334196e-02,9.688244e-03,-9.525077e-02,9.525077e-02,1
26.000000,26.100000,SS,-2.178961e-02,9.422299e-03,-9.181076e-02,9.181076e-02,1
26.100000,26.200000,SS,-2.016605e-02,9.162258e-03,-8.814145e-02,8.814145e-02,1
26.200000,26.300000,SS,-1.848120e-02,8.905941e-03,-8.425912e-02,8.425912e-02,1
26.300000,26.400000,SS,-1.673448e-02,8.655065e-03,-8.016272e-02,8.016272e-02,1
26.400000,26.500000,SS,-1.494957e-02,8.403576e-03,-7.637410e-02,7.637410e-02,1
26.500000,26.600000,SS,-1.312650e-02,8.143170e-03,-7.246647e-02,7.246647e-02,1
26.600000,26.700000,SS,-1.122593e-02,7.891265e-03,-6.828823e-02,6.828823e-02,1
26.700000,26.800000,SS,-8.272766e-03,7.699509e-03,-6.142783e-02,6.142783e-02,1
26.800000,26.900000,SS,-3.138564e-03,7.558976e-03,-4.932980e-02,4.932980e-02,1
26.900000,27.000000,SS,1.561586e-03,7.382486e-03,-3.801876e-02,3.801876e-02,1
27.000000,27.100000,SS,5.408287e-03,7.195933e-03,-2.781983e-02,2.781983e-02,1
27.100000,27.200000,SS,8.913706e-03,6.857014e-03,-1.809123e-02,1.809123e-02,1
27.200000,27.300000,SS,1.200579e-02,6.395151e-03,-8.915824e-03,1.200579e-02,1
27.300000,27.400000,SS,1.467936e-02,5.816013e-03,-3.280145e-04,1.467936e-02,1
27.400000,27.500000,SS,1.698251e-02,5.127490e-03,7.711119e-03,1.698251e-02,1
27.500000,27.600000,SS,1.895945e-02,4.320580e-03,1.522523e-02,1.895945e-02,1
27.600000,27.700000,SS,2.061706e-02,3.381766e-03,2.218622e-02,2.218622e-02,1
27.700000,27.800000,SS,2.196163e-02,2.331948e-03,2.859407e-02,2.859407e-02,1
27.800000,27.900000,SS,2.296197e-02,1.192252e-03,3.440052e-02,3.440052e-02,1
27.900000,28.000000,SS,2.322699e-02,-1.950062e-06,3.859346e-02,3.859346e-02,1
28.000000,28.100000,SS,2.246496e-02,-1.112878e-03,4.056876e-02,4.056876e-02,1
28.100000,28.200000,SS,2.171023e-02,-2.168621e-03,4.255768e-02,4.255768e-02,1
28.200000,28.300000,SS,2.123721e-02,-3.361298e-03,4.474174e-02,4.474174e-02,1
28.300000,28.400000,SS,2.066209e-02,-4.523091e-03,4.673924e-02,4.673924e-02,1
28.400000,28.510000,DS_interstep,-1.368227e-01,-5.841894e-01,8.423262e-02,5.841894e-01,0
28.510000,28.520000,DS_interstep,-2.581963e-02,-1.155847e-01,4.962608e-03,1.155847e-01,0
28.520000,28.530000,DS_interstep,2.071436e-02,5.840368e-02,1.502218e-02,5.840368e-02,0
28.530000,28.540000,DS_interstep,3.435896e-02,1.105445e-01,1.765306e-02,1.105445e-01,0
28.540000,28.550000,DS_interstep,3.361292e-02,1.090456e-01,1.737670e-02,1.090456e-01,0
28.550000,28.560000,DS_interstep,2.767811e-02,8.803971e-02,1.647015e-02,8.803971e-02,0
28.560000,28.570000,DS_interstep,2.074314e-02,6.305304e-02,1.589945e-02,6.305304e-02,0
28.570000,28.580000,DS_interstep,1.479949e-02,4.069358e-02,1.678891e-02,4.069358e-02,0
28.580000,28.590000,DS_interstep,1.024164e-02,2.319079e-02,1.822399e-02,2.319079e-02,0
28.590000,28.600000,DS_interstep,6.424469e-03,1.095944e-02,1.713901e-02,1.713901e-02,0
28.600000,28.610000,DS_interstep,3.377121e-03,3.177933e-03,1.422048e-02,1.422048e-02,0
28.610000,28.620000,DS_interstep,1.431047e-03,-2.684634e-03,1.364160e-02,1.364160e-02,0
28.620000,28.630000,DS_interstep,2.820569e-04,-6.857537e-03,1.439855e-02,1.439855e-02,0
28.630000,28.640000,DS_interstep,-3.152814e-04,-9.594432e-03,1.566585e-02,1.566585e-02,0
28.640000,28.650000,DS_interstep,-5.934348e-04,-1.119137e-02,1.684241e-02,1.684241e-02,0
28.650000,28.660000,DS_interstep,-7.176493e-04,-1.195058e-02,1.763571e-02,1.763571e-02,0
28.660000,28.670000,DS_interstep,-7.855109e-04,-1.214160e-02,1.797977e-02,1.797977e-02,0
28.670000,28.680000,DS_interstep,-8.452921e-04,-1.198255e-02,1.794104e-02,1.794104e-02,0
28.680000,28.690000,DS_interstep,-9.139154e-04,-1.163742e-02,1.763771e-02,1.763771e-02,0
28.690000,28.700000,DS_interstep,-9.911986e-04,-1.121605e-02,1.718981e-02,1.718981e-02,0
28.700000,28.710000,DS_interstep,-1.070268e-03,-1.078448e-02,1.669176e-02,1.669176e-02,0
28.710000,28.720000,DS_interstep,-1.142879e-03,-1.037241e-02,1.619814e-02,1.619814e-02,0
28.720000,28.730000,DS_interstep,-1.204182e-03,-9.986990e-03,1.573179e-02,1.573179e-02,0
28.730000,28.740000,DS_interstep,-1.252458e-03,-9.623070e-03,1.528794e-02,1.528794e-02,0
28.740000,28.750000,DS_interstep,-1.289603e-03,-9.271282e-03,1.485173e-02,1.485173e-02,0
28.750000,28.760000,DS_interstep,-1.317785e-03,-8.922057e-03,1.440742e-02,1.440742e-02,0
28.760000,28.770000,DS_interstep,-1.338797e-03,-8.569155e-03,1.394814e-02,1.394814e-02,0
28.770000,28.780000,DS_interstep,-1.353585e-03,-8.210884e-03,1.347579e-02,1.347579e-02,0
28.780000,28.790000,DS_interstep,-1.361611e-03,-7.847949e-03,1.299852e-02,1.299852e-02,0
28.790000,28.800000,DS_interstep,-1.362290e-03,-7.484409e-03,1.252929e-02,1.252929e-02,0
28.800000,28.810000,DS_interstep,-1.354356e-03,-7.125366e-03,1.208209e-02,1.208209e-02,0
28.810000,28.820000,DS_interstep,-1.336679e-03,-6.774167e-03,1.166792e-02,1.166792e-02,0
28.820000,28.830000,DS_interstep,-1.308739e-03,-6.436703e-03,1.129730e-02,1.129730e-02,0
28.830000,28.840000,DS_interstep,-1.269914e-03,-6.115471e-03,1.097572e-02,1.097572e-02,0
28.840000,28.850000,DS_interstep,-1.220536e-03,-5.813294e-03,1.070751e-02,1.070751e-02,0
28.850000,28.860000,DS_interstep,-1.160547e-03,-5.532443e-03,1.049365e-02,1.049365e-02,0
28.860000,28.870000,DS_interstep,-1.090431e-03,-5.273177e-03,1.033301e-02,1.033301e-02,0
28.870000,28.880000,DS_interstep,-1.011164e-03,-5.035749e-03,1.022241e-02,1.022241e-02,0
28.880000,28.890000,DS_interstep,-9.233814e-04,-4.820884e-03,1.015982e-02,1.015982e-02,0
28.890000,28.900000,DS_interstep,-8.275361e-04,-4.626269e-03,1.013923e-02,1.013923e-02,0
28.900000,28.910000,DS_interstep,-7.248374e-04,-4.450717e-03,1.015498e-02,1.015498e-02,0
28.910000,28.920000,DS_interstep,-6.161012e-04,-4.293382e-03,1.020339e-02,1.020339e-02,0
28.920000,28.930000,DS_interstep,-5.018837e-04,-4.151290e-03,1.027760e-02,1.027760e-02,0
28.930000,28.940000,DS_interstep,-3.833467e-04,-4.022339e-03,1.037194e-02,1.037194e-02,0
28.940000,28.950000,DS_interstep,-2.607660e-04,-3.904136e-03,1.048136e-02,1.048136e-02,0
28.950000,28.960000,DS_interstep,-1.353753e-04,-3.794576e-03,1.060016e-02,1.060016e-02,0
28.960000,28.970000,DS_interstep,-7.464477e-06,-3.691188e-03,1.072465e-02,1.072465e-02,0
28.970000,28.980000,DS_interstep,1.222534e-04,-3.591190e-03,1.084879e-02,1.084879e-02,0
28.980000,28.990000,DS_interstep,2.528687e-04,-3.493814e-03,1.097035e-02,1.097035e-02,0
28.990000,29.000000,DS_interstep,3.842470e-04,-3.395844e-03,1.108494e-02,1.108494e-02,0
29.000000,29.010000,DS_interstep,5.156398e-04,-3.296219e-03,1.118985e-02,1.118985e-02,0
29.010000,29.020000,DS_interstep,6.465489e-04,-3.194112e-03,1.128400e-02,1.128400e-02,0
29.020000,29.030000,DS_interstep,7.768819e-04,-3.087960e-03,1.136479e-02,1.136479e-02,0
29.030000,29.040000,DS_interstep,9.059198e-04,-2.977819e-03,1.143201e-02,1.143201e-02,0
29.040000,29.050000,DS_interstep,1.033464e-03,-2.862411e-03,1.148487e-02,1.148487e-02,0
29.050000,29.060000,DS_interstep,1.159439e-03,-2.743339e-03,1.152533e-02,1.152533e-02,0
29.060000,29.070000,DS_interstep,1.283431e-03,-2.619200e-03,1.155177e-02,1.155177e-02,0
29.070000,29.080000,DS_interstep,1.405541e-03,-2.491345e-03,1.156700e-02,1.156700e-02,0
29.080000,29.090000,DS_interstep,1.525244e-03,-2.360460e-03,1.157195e-02,1.157195e-02,0
29.090000,29.100000,DS_interstep,1.642987e-03,-2.226636e-03,1.156811e-02,1.156811e-02,0
29.100000,29.110000,DS_interstep,1.758327e-03,-2.091779e-03,1.155734e-02,1.155734e-02,0
29.110000,29.120000,DS_interstep,1.871277e-03,-1.955854e-03,1.154187e-02,1.154187e-02,0
29.120000,29.130000,DS_interstep,1.981964e-03,-1.820118e-03,1.152237e-02,1.152237e-02,0
29.130000,29.140000,DS_interstep,2.090221e-03,-1.685346e-03,1.150148e-02,1.150148e-02,0
29.140000,29.150000,DS_interstep,2.196240e-03,-1.552018e-03,1.147987e-02,1.147987e-02,0
29.150000,29.160000,DS_interstep,2.299730e-03,-1.421228e-03,1.145912e-02,1.145912e-02,0
29.160000,29.170000,DS_interstep,2.401092e-03,-1.293122e-03,1.144027e-02,1.144027e-02,0
29.170000,29.180000,DS_interstep,2.499937e-03,-1.168288e-03,1.142395e-02,1.142395e-02,0
29.180000,29.190000,DS_interstep,2.596473e-03,-1.046998e-03,1.141066e-02,1.141066e-02,0
29.190000,29.200000,DS_interstep,2.690719e-03,-9.292882e-04,1.140055e-02,1.140055e-02,0
29.200000,29.210000,DS_interstep,2.782570e-03,-8.156418e-04,1.139415e-02,1.139415e-02,0
29.210000,29.220000,DS_interstep,2.872092e-03,-7.057900e-04,1.139084e-02,1.139084e-02,0
29.220000,29.230000,DS_interstep,2.959127e-03,-5.993254e-04,1.139066e-02,1.139066e-02,0
29.230000,29.240000,DS_interstep,3.043766e-03,-4.967983e-04,1.139305e-02,1.139305e-02,0
29.240000,29.250000,DS_interstep,3.170738e-03,-5.887796e-04,1.154341e-02,1.154341e-02,0
29.250000,29.260000,DS_interstep,3.311283e-03,-7.777887e-04,1.164005e-02,1.164005e-02,0
29.260000,29.270000,DS_interstep,3.375111e-03,-7.307020e-04,1.133617e-02,1.133617e-02,0
29.270000,29.280000,DS_interstep,3.391214e-03,-5.759175e-04,1.084805e-02,1.084805e-02,0
29.280000,29.290000,DS_interstep,3.382724e-03,-3.727128e-04,1.028579e-02,1.028579e-02,0
29.290000,29.300000,DS_interstep,3.361238e-03,-1.491543e-04,9.698027e-03,9.698027e-03,0
29.300000,29.310000,DS_interstep,3.333146e-03,8.057233e-05,9.105145e-03,9.105145e-03,0
29.310000,29.320000,DS_interstep,3.301007e-03,3.087935e-04,8.516917e-03,8.516917e-03,0
29.320000,29.330000,DS_interstep,3.266132e-03,5.305154e-04,7.938990e-03,7.938990e-03,0
29.330000,29.340000,DS_interstep,3.229663e-03,7.420814e-04,7.375969e-03,7.375969e-03,0
29.340000,29.350000,DS_interstep,3.191683e-03,9.412415e-04,6.830419e-03,6.830419e-03,0
29.350000,29.360000,DS_interstep,3.151815e-03,1.127103e-03,6.305260e-03,6.305260e-03,0
29.360000,29.370000,DS_interstep,3.110134e-03,1.298001e-03,5.803255e-03,5.803255e-03,0
29.370000,29.380000,DS_interstep,3.066884e-03,1.453942e-03,5.326644e-03,5.326644e-03,0
29.380000,29.390000,DS_interstep,3.021986e-03,1.594495e-03,4.877067e-03,4.877067e-03,0
29.390000,29.400000,DS_interstep,2.975773e-03,1.720067e-03,4.455878e-03,4.455878e-03,0
29.400000,29.410000,DS_interstep,2.928399e-03,1.831096e-03,4.063443e-03,4.063443e-03,0
29.410000,29.420000,DS_interstep,2.880224e-03,1.928261e-03,3.700010e-03,3.700010e-03,0
29.420000,29.430000,DS_interstep,2.831561e-03,2.012656e-03,3.365169e-03,3.365169e-03,0
29.430000,29.440000,DS_interstep,2.782664e-03,2.084859e-03,3.058304e-03,3.058304e-03,0
29.440000,29.450000,DS_interstep,2.733615e-03,2.146274e-03,2.778266e-03,2.778266e-03,0
29.450000,29.460000,DS_interstep,2.684853e-03,2.197376e-03,2.524192e-03,2.684853e-03,0
29.460000,29.470000,DS_interstep,2.636714e-03,2.238665e-03,2.296217e-03,2.636714e-03,0
29.470000,29.480000,DS_interstep,2.590188e-03,2.268926e-03,2.098182e-03,2.590188e-03,0
29.480000,29.490000,DS_interstep,2.544862e-03,2.290479e-03,1.925623e-03,2.544862e-03,0
29.490000,29.500000,DS_interstep,2.500484e-03,2.305042e-03,1.774343e-03,2.500484e-03,0
29.500000,29.510000,DS_interstep,2.456891e-03,2.314188e-03,1.641234e-03,2.456891e-03,0
29.510000,29.520000,DS_interstep,2.414124e-03,2.318582e-03,1.523787e-03,2.414124e-03,0
29.520000,29.530000,DS_interstep,2.372097e-03,2.319139e-03,1.420084e-03,2.372097e-03,0
29.530000,29.540000,DS_interstep,2.330960e-03,2.316503e-03,1.328206e-03,2.330960e-03,0
29.540000,29.550000,DS_interstep,2.290589e-03,2.310956e-03,1.246599e-03,2.310956e-03,0
29.550000,29.560000,DS_interstep,2.251092e-03,2.303145e-03,1.173664e-03,2.303145e-03,0
29.560000,29.570000,DS_interstep,2.212408e-03,2.293004e-03,1.108203e-03,2.293004e-03,0
29.570000,29.580000,DS_interstep,2.174469e-03,2.281199e-03,1.049289e-03,2.281199e-03,0
29.580000,29.590000,DS_interstep,2.137323e-03,2.267657e-03,9.954917e-04,2.267657e-03,0
29.590000,29.600000,DS_interstep,2.100878e-03,2.252492e-03,9.464087e-04,2.252492e-03,0
29.600000,29.610000,DS_interstep,2.065075e-03,2.236239e-03,9.009426e-04,2.236239e-03,0
29.610000,29.620000,DS_interstep,2.029868e-03,2.218336e-03,8.588109e-04,2.218336e-03,0
29.620000,29.630000,DS_interstep,1.995327e-03,2.199489e-03,8.193135e-04,2.199489e-03,0
29.630000,29.640000,DS_interstep,1.961249e-03,2.179590e-03,7.820478e-04,2.179590e-03,0
29.640000,29.650000,DS_interstep,1.927715e-03,2.158342e-03,7.467530e-04,2.158342e-03,0
29.650000,29.660000,DS_interstep,1.894629e-03,2.136361e-03,7.131154e-04,2.136361e-03,0
29.660000,29.670000,DS_interstep,1.861899e-03,2.113308e-03,6.810337e-04,2.113308e-03,0
29.670000,29.680000,DS_interstep,1.829673e-03,2.089406e-03,6.502488e-04,2.089406e-03,0
29.680000,29.690000,DS_interstep,1.797731e-03,2.064476e-03,6.205535e-04,2.064476e-03,0
29.690000,29.700000,DS_interstep,1.766144e-03,2.038962e-03,5.920323e-04,2.038962e-03,0
29.700000,29.710000,DS_interstep,1.734868e-03,2.012405e-03,5.645634e-04,2.012405e-03,0
29.710000,29.720000,DS_interstep,1.703951e-03,1.985448e-03,5.381089e-04,1.985448e-03,0
29.720000,29.730000,DS_interstep,1.673243e-03,1.957623e-03,5.125307e-04,1.957623e-03,0
29.730000,29.740000,DS_interstep,1.642850e-03,1.929233e-03,4.878051e-04,1.929233e-03,0
29.740000,29.750000,DS_interstep,1.612735e-03,1.900442e-03,4.641232e-04,1.900442e-03,0
29.750000,29.760000,DS_interstep,1.582845e-03,1.870986e-03,4.413033e-04,1.870986e-03,0
